"STATION","NAME","DATE","TMAX","TMIN"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-01-15","48","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-01-16","40","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-01-17","41","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-01-18","40","28"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-01-19","40","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-01-20","42","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-01-21","41","30"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-01-22","38","32"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-01-23","45","27"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-01-24","52","27"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-01-25","50","35"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-01-26","43","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-01-27","41","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-01-28","40","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-01-29","38","30"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-01-30","35","28"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-01-31","37","22"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-01","39","24"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-02","44","28"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-03","49","23"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-04","48","28"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-05","48","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-06","49","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-07","52","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-08","49","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-09","45","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-10","48","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-11","50","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-12","52","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-13","54","39"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-14","58","32"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-15","54","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-16","56","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-17","50","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-18","50","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-19","53","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-20","59","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-21","59","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-22","61","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-23","61","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-24","64","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-25","65","34"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-26","61","34"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-27","51","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-02-28","51","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-01","55","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-02","53","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-03","49","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-04","52","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-05","55","35"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-06","48","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-07","48","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-08","51","35"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-09","47","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-10","50","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-11","47","34"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-12","51","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-13","54","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-14","54","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-15","53","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-16","48","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-17","49","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-18","54","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-19","56","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-20","54","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-21","53","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-22","51","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-23","52","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-24","54","34"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-25","54","39"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-26","54","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-27","58","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-28","58","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-29","58","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-30","53","35"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-03-31","55","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-01","49","35"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-02","46","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-03","48","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-04","54","34"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-05","54","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-06","54","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-07","53","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-08","52","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-09","52","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-10","52","34"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-11","50","30"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-12","49","32"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-13","48","30"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-14","56","29"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-15","57","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-16","63","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-17","67","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-18","72","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-19","73","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-20","72","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-21","72","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-22","66","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-23","64","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-24","60","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-25","57","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-26","52","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-27","57","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-28","58","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-29","62","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-04-30","60","39"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-01","57","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-02","54","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-03","52","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-04","53","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-05","53","35"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-06","57","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-07","54","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-08","52","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-09","57","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-10","58","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-11","61","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-12","64","34"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-13","67","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-14","67","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-15","63","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-16","62","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-17","60","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-18","62","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-19","64","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-20","64","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-21","66","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-22","68","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-23","65","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-24","67","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-25","65","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-26","61","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-27","60","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-28","63","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-29","71","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-30","66","50"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-05-31","73","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-01","70","50"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-02","65","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-03","62","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-04","61","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-05","63","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-06","60","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-07","60","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-08","64","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-09","59","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-10","53","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-11","56","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-12","57","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-13","61","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-14","62","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-15","66","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-16","66","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-17","65","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-18","66","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-19","64","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-20","65","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-21","71","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-22","71","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-23","73","52"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-24","65","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-25","63","60"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-26","72","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-27","74","50"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-28","87","52"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-29","71","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-06-30","66","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-01","66","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-02","70","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-03","73","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-04","74","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-05","66","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-06","69","54"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-07","70","50"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-08","69","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-09","72","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-10","73","58"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-11","72","58"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-12","69","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-13","69","54"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-14","72","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-15","76","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-16","74","50"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-17","70","52"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-18","67","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-19","69","52"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-20","71","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-21","78","52"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-22","86","60"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-23","83","59"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-24","93","64"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-25","75","61"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-26","63","63"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-27","67","59"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-28","74","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-29","68","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-30","70","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-07-31","74","59"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-01","74","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-02","74","54"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-03","75","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-04","72","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-05","71","59"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-06","69","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-07","74","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-08","74","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-09","67","60"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-10","65","60"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-11","64","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-12","67","51"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-13","64","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-14","67","50"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-15","63","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-16","69","51"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-17","68","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-18","66","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-19","66","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-20","69","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-21","69","51"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-22","76","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-23","81","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-24","86","51"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-25","80","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-26","80","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-27","69","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-28","68","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-29","71","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-30","67","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-08-31","64","56"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-01","67","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-02","69","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-03","64","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-04","62","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-05","63","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-06","62","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-07","63","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-08","58","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-09","64","50"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-10","70","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-11","71","54"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-12","65","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-13","70","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-14","70","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-15","63","51"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-16","63","55"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-17","65","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-18","69","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-19","70","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-20","75","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-21","67","50"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-22","66","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-23","65","54"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-24","64","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-25","65","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-26","62","57"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-27","64","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-28","63","51"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-29","61","54"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-09-30","61","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-01","55","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-02","55","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-03","60","35"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-04","59","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-05","60","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-06","57","51"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-07","60","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-08","57","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-09","59","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-10","60","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-11","58","53"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-12","57","49"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-13","57","50"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-14","58","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-15","58","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-16","57","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-17","54","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-18","57","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-19","53","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-20","54","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-21","56","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-22","54","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-23","55","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-24","56","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-25","51","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-26","52","46"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-27","49","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-28","51","32"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-29","52","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-30","53","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-10-31","58","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-01","52","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-02","52","47"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-03","52","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-04","52","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-05","46","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-06","49","35"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-07","46","39"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-08","42","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-09","48","30"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-10","48","34"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-11","46","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-12","47","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-13","44","35"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-14","47","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-15","48","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-16","47","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-17","46","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-18","44","35"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-19","45","28"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-20","44","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-21","48","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-22","49","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-23","50","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-24","53","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-25","55","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-26","51","48"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-27","48","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-28","43","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-29","42","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-11-30","43","29"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-01","42","30"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-02","46","27"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-03","47","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-04","52","32"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-05","54","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-06","52","39"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-07","49","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-08","47","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-09","53","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-10","44","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-11","46","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-12","46","33"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-13","44","39"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-14","45","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-15","45","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-16","41","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-17","52","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-18","54","32"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-19","47","35"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-20","48","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-21","47","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-22","49","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-23","50","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-24","46","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-25","45","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-26","47","35"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-27","49","39"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-28","48","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-29","49","44"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-30","46","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2019-12-31","45","37"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-01","51","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-02","47","39"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-03","48","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-04","48","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-05","49","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-06","55","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-07","53","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-08","51","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-09","49","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-10","52","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-11","49","36"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-12","49","45"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-13","54","38"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-14","48","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-15","53","42"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-16","45","40"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-17","45","43"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-18","42","34"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-19","45","29"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-20","45","29"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-21","47","31"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-22","45","34"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-23","45","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-24","45","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-25","48","41"
"UK000000000","CET CENTRAL ENGLAND, UK","2020-01-26","46","41"
